_id,ltable_id,rtable_id,id_id_exm,id_id_anm,id_id_lev_dist,id_id_lev_sim,category_category_jac_qgm_3_qgm_3,category_category_cos_dlm_dc0_dlm_dc0,category_category_jac_dlm_dc0_dlm_dc0,category_category_mel,category_category_lev_dist,category_category_lev_sim,category_category_nmw,category_category_sw,brand_brand_jac_qgm_3_qgm_3,brand_brand_cos_dlm_dc0_dlm_dc0,brand_brand_jac_dlm_dc0_dlm_dc0,brand_brand_mel,brand_brand_lev_dist,brand_brand_lev_sim,brand_brand_nmw,brand_brand_sw,modelno_modelno_jac_qgm_3_qgm_3,modelno_modelno_cos_dlm_dc0_dlm_dc0,modelno_modelno_jac_dlm_dc0_dlm_dc0,modelno_modelno_mel,modelno_modelno_lev_dist,modelno_modelno_lev_sim,modelno_modelno_nmw,modelno_modelno_sw,price_price_exm,price_price_anm,price_price_lev_dist,price_price_lev_sim,label
1112,1959,304,0.0,0.15518121490556402,4.0,0.0,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.9374830188679245,4.0,0.4285714285714286,0
1113,1809,2815,0.0,0.6426287744227354,3.0,0.25,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
1114,2365,8618,0.0,0.2744256207936876,4.0,0.0,0.20833333333333334,0.0,0.0,0.6117724776268005,11.0,0.38888888888888884,-3.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,8.0,1.0,1.0,0.0,1.0,1
1115,1605,19283,0.0,0.08323393662811807,4.0,0.19999999999999996,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.07692307692307693,0.0,0.0,0.5199999809265137,4.0,0.19999999999999996,1.0,1.0,0.0,0.17615204250139593,4.0,0.4285714285714286,0
1116,2209,18420,0.0,0.11992399565689471,4.0,0.19999999999999996,0.20588235294117646,0.5773502691896258,0.3333333333333333,0.8466666340827942,23.0,0.23333333333333328,-16.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
1117,70,11757,0.0,0.005953899804371887,4.0,0.19999999999999996,0.0,0.0,0.0,0.5126984119415283,18.0,0.1428571428571429,-8.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,0.1,0.0,0.0,0.6536796689033508,8.0,0.2727272727272727,-1.0,2.0,0.0,0.5658036677454154,3.0,0.4,0
1118,466,16910,0.0,0.027557658190419887,4.0,0.19999999999999996,0.14460101116573285,0.13581285725128955,0.11583675564681725,0.6245632114298106,14.46085728952772,0.30415087156261794,-1.7497433264887063,4.867428131416838,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
1119,16,19394,0.0,0.0008249974218830225,4.0,0.19999999999999996,0.05405405405405406,0.0,0.0,0.4841269850730896,16.0,0.23809523809523814,-2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.2,0.0,0.0,0.7200000286102295,5.0,0.5,5.0,5.0,0.0,0.5571587759650276,5.0,0.16666666666666663,0
1120,73,21292,0.0,0.003428517753146676,5.0,0.0,0.2,0.0,0.0,0.640350878238678,12.0,0.368421052631579,-4.0,7.0,0.0,0.0,0.0,0.0,6.0,0.1428571428571429,-4.0,1.0,0.0,0.0,0.0,0.5277777910232544,6.0,0.25,0.0,2.0,0.0,0.2619225834046194,4.0,0.33333333333333337,0
1121,2507,5040,0.0,0.49742063492063493,3.0,0.25,0.09090909090909091,0.0,0.0,0.644444465637207,11.0,0.2666666666666667,-6.0,2.0,0.0,0.0,0.0,0.5037037134170532,16.0,0.11111111111111116,-11.0,1.0,0.38461538461538464,0.0,0.0,0.8857142925262451,2.0,0.7142857142857143,5.0,5.0,0.0,0.8586466165413533,3.0,0.4,0
1122,724,3902,0.0,0.185545873910815,4.0,0.0,0.2,0.0,0.0,0.7373737096786499,6.0,0.4545454545454546,3.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.4833333194255829,9.0,0.09999999999999998,-1.0,1.0,0.0,0.33881355932203383,3.0,0.4,0
1123,466,8782,0.0,0.053063083580050074,4.0,0.0,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,21.0,0.0,-16.0,0.0,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
1124,144,12589,0.0,0.011438557470807798,4.0,0.19999999999999996,0.045454545454545456,0.0,0.0,0.307407408952713,9.0,0.09999999999999998,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,0.47368421052631576,0.0,0.0,0.8499999642372131,3.0,0.75,9.0,9.0,0.0,0.7113636363636364,4.0,0.19999999999999996,0
1125,672,14826,0.0,0.04532577903682722,4.0,0.19999999999999996,0.058823529411764705,0.0,0.0,0.43088021874427795,16.0,0.23809523809523814,-6.0,3.0,0.14285714285714285,0.0,0.0,0.7555555105209351,4.0,0.33333333333333337,2.0,2.0,0.0,0.0,0.0,0.3606060743331909,9.0,0.18181818181818177,-4.0,1.0,0.0,0.49997999919996794,2.0,0.6666666666666667,0
1126,2404,20960,0.0,0.1146946564885496,4.0,0.19999999999999996,0.0,0.0,0.0,0.601915717124939,26.0,0.10344827586206895,-20.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.5854916779891304,4.0,0.33333333333333337,0
1127,797,12342,0.0,0.06457624372062876,5.0,0.0,0.03125,0.0,0.0,0.49841269850730896,10.0,0.33333333333333337,4.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.5777778029441833,4.0,0.33333333333333337,1.0,2.0,0.0,0.9242424242424242,2.0,0.6,0
1128,1839,20067,0.0,0.09164299596352221,5.0,0.0,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
1129,1483,1571,0.0,0.9439847231063017,3.0,0.25,0.0,0.0,0.0,0.57005774974823,17.0,0.19047619047619047,3.0,4.0,0.0,0.0,0.0,0.5666666626930237,9.0,0.09999999999999998,-5.0,1.0,0.0,0.0,0.0,0.46666666865348816,5.0,0.0,0.0,1.0,0.0,0.15760148580525346,3.0,0.4,0
1130,19,6596,0.0,0.0028805336567616635,3.0,0.25,0.043478260869565216,0.0,0.0,0.6094554662704468,20.0,0.31034482758620685,-3.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.8066892369507794,4.0,0.33333333333333337,0
1131,510,3341,0.0,0.15264890751272076,4.0,0.0,0.0,0.0,0.0,0.44603174924850464,19.0,0.09523809523809523,-9.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,0.05263157894736842,0.0,0.0,0.625,5.0,0.375,3.0,3.0,0.0,0.7486398258977149,3.0,0.25,0
1132,2448,5426,0.0,0.4511610762992997,3.0,0.25,0.022727272727272728,0.0,0.0,0.6460317373275757,18.0,0.1428571428571429,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,8.0,0.375,0.0,0.0,0.8999999761581421,6.0,0.5,0.0,6.0,0.0,0.5097024579560154,4.0,0.19999999999999996,0
1133,2517,12769,0.0,0.19711802020518443,4.0,0.19999999999999996,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,8.0,0.21052631578947367,0.0,0.0,0.8781481385231018,4.0,0.6,5.0,5.0,0.0,0.9915211970074812,4.0,0.19999999999999996,0
1134,1536,15158,0.0,0.10133262963451639,3.0,0.4,0.0,0.0,0.0,0.5921856164932251,19.0,0.09523809523809523,1.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.5886243581771851,8.0,0.11111111111111116,-1.0,1.0,0.0,0.2888288828882888,4.0,0.19999999999999996,0
1135,2122,20960,0.0,0.10124045801526715,4.0,0.19999999999999996,0.0,0.0,0.0,0.601915717124939,26.0,0.10344827586206895,-20.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,-5.0,0.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.6656962365211492,5.0,0.16666666666666663,0
1136,887,20428,0.0,0.04342079498727236,5.0,0.0,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,30.0,0.0,-25.0,0.0,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
1137,2332,6740,0.0,0.34599406528189913,4.0,0.0,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.07692307692307693,0.0,0.0,0.64000004529953,3.0,0.4,2.0,2.0,0.0,0.11841689598462635,5.0,0.375,0
1138,1978,13928,0.0,0.14201608271108557,2.0,0.6,0.0,0.0,0.0,0.5029191970825195,23.0,0.2068965517241379,-9.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.4833333194255829,4.0,0.19999999999999996,0.0,1.0,0.0,0.44969818913480886,4.0,0.19999999999999996,0
1139,1626,12998,0.0,0.12509616864132944,4.0,0.19999999999999996,0.0,0.0,0.0,0.5131704807281494,24.0,0.1724137931034483,-8.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.14285714285714285,0.0,0.0,0.6000000238418579,4.0,0.33333333333333337,2.0,2.0,0.0,0.6322723440134908,4.0,0.19999999999999996,0
1140,2069,5119,0.0,0.4041805040046884,3.0,0.25,0.3181818181818182,0.0,0.0,0.8573529124259949,10.0,0.4117647058823529,-2.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4861111044883728,7.0,0.125,-4.0,1.0,0.0,0.5932857991681522,4.0,0.19999999999999996,0
1141,597,22043,0.0,0.027083427845574604,5.0,0.0,0.125,0.0,0.0,0.4138889014720917,11.0,0.2666666666666667,-3.0,4.0,0.17857142857142858,0.5773502691896258,0.3333333333333333,0.8416666388511658,19.0,0.20833333333333337,-14.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,0.8573163327261688,3.0,0.4,1
1142,1048,21573,0.0,0.04857924257173318,4.0,0.19999999999999996,0.0,0.0,0.0,0.5126984119415283,18.0,0.1428571428571429,-8.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.5384615384615384,0.0,0.0,0.949999988079071,1.0,0.875,7.0,7.0,0.0,0.9528178243774573,3.0,0.4,0
1143,1927,6882,0.0,0.2800058122638768,4.0,0.0,0.058823529411764705,0.0,0.0,0.43088021874427795,16.0,0.23809523809523814,-6.0,3.0,0.14285714285714285,0.0,0.0,0.7555555105209351,4.0,0.33333333333333337,2.0,2.0,0.0,0.0,0.0,0.5272727012634277,9.0,0.18181818181818177,-4.0,2.0,0.0,0.19997999866657779,3.0,0.5,0
1144,1172,16301,0.0,0.07189742960554568,4.0,0.19999999999999996,0.0,0.0,0.0,0.5042693018913269,25.0,0.13793103448275867,-15.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.4376,4.0,0.19999999999999996,0
1145,1498,18777,0.0,0.07977845236193215,4.0,0.19999999999999996,0.05405405405405406,0.0,0.0,0.4841269850730896,16.0,0.23809523809523814,-2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,0.45454545454545453,0.0,0.0,0.9333333373069763,1.0,0.8333333333333334,5.0,5.0,0.0,0.7930344827586207,4.0,0.33333333333333337,0
1146,1130,16801,0.0,0.06725790131539788,3.0,0.4,0.0,0.0,0.0,0.39070048928260803,19.0,0.17391304347826086,-11.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.055171326673365995,5.0,0.16666666666666663,0
1147,683,2226,0.0,0.3068283917340521,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.5667277879646608,3.0,0.5,0
1148,1626,18731,0.0,0.08680796540494362,4.0,0.19999999999999996,0.0,0.0,0.0,0.613349437713623,21.0,0.27586206896551724,-2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.7060497470489038,4.0,0.19999999999999996,0
1149,2119,2681,0.0,0.7903767251025737,3.0,0.25,0.0,0.0,0.0,0.3166666626930237,9.0,0.09999999999999998,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.09090909090909091,0.0,0.0,0.7444444894790649,7.0,0.41666666666666663,1.0,3.0,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
1150,1382,2589,0.0,0.5337968327539591,3.0,0.25,0.03571428571428571,0.0,0.0,0.6746031641960144,11.0,0.2666666666666667,-1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,-2.0,1.0,0.0,0.8101333333333334,3.0,0.4,0
1151,720,7422,0.0,0.09700889248181088,2.0,0.5,0.024390243902439025,0.0,0.0,0.449404776096344,29.0,0.09375,-22.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.8327777777777778,3.0,0.4,0
1152,2407,2346,0.0,0.9746572496884088,3.0,0.25,0.0,0.0,0.0,0.4852216839790344,24.0,0.1724137931034483,-10.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,0.09090909090909091,0.0,0.0,0.550000011920929,3.0,0.25,1.0,1.0,0.0,0.778955634079309,4.0,0.19999999999999996,0
1153,1348,8642,0.0,0.1559824114788243,3.0,0.25,0.0,0.0,0.0,0.44682538509368896,18.0,0.1428571428571429,-9.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,0.07407407407407407,0.0,0.0,0.7777777910232544,9.0,0.4,1.0,2.0,0.0,0.6916419862302396,4.0,0.33333333333333337,0
1154,1091,8314,0.0,0.13122444070242967,4.0,0.0,0.12962962962962962,0.0,0.0,0.712022602558136,23.0,0.23333333333333328,6.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,-2.0,0.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
1155,1456,18231,0.0,0.07986396796665018,4.0,0.19999999999999996,0.02564102564102564,0.0,0.0,0.49971264600753784,24.0,0.1724137931034483,-15.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.44269572235673926,4.0,0.19999999999999996,1
1156,2390,10744,0.0,0.2224497393894267,5.0,0.0,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.04,0.0,0.0,0.0,16.0,0.05882352941176472,-11.0,1.0,0.0,0.5008586762075135,4.0,0.33333333333333337,0
1157,176,8825,0.0,0.01994334277620402,4.0,0.0,0.058823529411764705,0.0,0.0,0.43088021874427795,16.0,0.23809523809523814,-6.0,3.0,0.07142857142857142,0.0,0.0,0.5777778029441833,5.0,0.16666666666666663,0.0,1.0,0.0,0.0,0.0,0.4191919267177582,10.0,0.09090909090909094,-4.0,1.0,0.0,0.7034170854271355,3.0,0.5,0
1158,2112,14701,0.0,0.14366369634718723,5.0,0.0,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,17.0,0.0,-12.0,0.0,0.0,0.2793019957305979,3.0,0.5,0
1159,7,1303,0.0,0.005372217958557135,4.0,0.0,0.03125,0.0,0.0,0.48769840598106384,16.0,0.23809523809523814,-8.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,8.0,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,1
1160,557,7959,0.0,0.06998366628973485,3.0,0.25,0.2,0.7071067811865475,0.5,0.8303030133247375,8.0,0.2727272727272727,-5.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.15,0.0,0.0,0.7676767706871033,5.0,0.5454545454545454,3.0,6.0,0.0,0.8326653306613225,2.0,0.6,0
1161,1026,12056,0.0,0.08510285335102852,2.0,0.6,1.0,1.0,1.0,1.0,0.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,0.15,0.0,0.0,0.7852272987365723,7.0,0.36363636363636365,1.0,3.0,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
1162,1933,9148,0.0,0.21130301705290777,4.0,0.0,0.20833333333333334,0.0,0.0,0.6117724776268005,11.0,0.38888888888888884,-3.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,0.2857142857142857,0.0,0.0,0.7714285850524902,3.0,0.5714285714285714,4.0,4.0,0.0,0.4536817102137768,3.0,0.4,0
1163,1656,7870,0.0,0.21041931385006352,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,-6.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,-8.0,0.0,0.0,0.8677433435181143,4.0,0.19999999999999996,0
1164,1661,12838,0.0,0.1293815236018071,4.0,0.19999999999999996,0.5789473684210527,0.8164965809277259,0.6666666666666666,0.8650000095367432,6.0,0.625,4.0,8.0,0.08333333333333333,0.0,0.0,0.4833333194255829,4.0,0.19999999999999996,0.0,1.0,0.0,0.0,0.0,0.3611111044883728,7.0,0.125,-1.0,1.0,0.0,0.3661220406802268,3.0,0.4,0
1165,2164,6240,0.0,0.3467948717948718,4.0,0.0,0.0,0.0,0.0,0.4055555462837219,11.0,0.08333333333333337,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0.5384615384615384,0.0,0.0,0.9416666626930237,1.0,0.875,7.0,7.0,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
1166,1295,12447,0.0,0.10404113440989793,3.0,0.4,0.0,0.0,0.0,0.5738095045089722,9.0,0.09999999999999998,-2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0.21428571428571427,0.0,0.0,0.8222222328186035,3.0,0.5714285714285714,3.0,3.0,0.0,0.5602133511125927,5.0,0.16666666666666663,0
1167,700,4728,0.0,0.14805414551607443,3.0,0.25,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.07692307692307693,0.0,0.0,0.5199999809265137,4.0,0.19999999999999996,1.0,1.0,0.0,0.28139377260419074,4.0,0.4285714285714286,0
1168,2201,13661,0.0,0.16111558451065078,4.0,0.19999999999999996,0.037037037037037035,0.0,0.0,0.2916666567325592,14.0,0.125,-6.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.8785714285714286,4.0,0.0,0
1169,769,8429,0.0,0.09123264918732943,3.0,0.25,0.07407407407407407,0.0,0.0,0.5372294187545776,11.0,0.2142857142857143,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0.5789473684210527,0.0,0.0,0.9020978808403015,2.0,0.8461538461538461,11.0,11.0,0.0,0.6914323962516734,3.0,0.4,0
1170,277,3149,0.0,0.08796443315338198,4.0,0.0,0.0,0.0,0.0,0.5848484635353088,11.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,-5.0,0.0,0.02127659574468085,0.0,0.0,0.49947088956832886,25.0,0.16666666666666663,-11.0,3.0,0.0,0.13037166085946583,2.0,0.6,0
1171,546,735,0.0,0.7428571428571429,3.0,0.0,0.0,0.0,0.0,0.5198412537574768,18.0,0.1428571428571429,-14.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.28401872283517227,4.0,0.19999999999999996,0
1172,1809,16316,0.0,0.11087276293209125,4.0,0.19999999999999996,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
1173,2538,12227,0.0,0.20757340312423322,4.0,0.19999999999999996,0.2,0.0,0.0,0.640350878238678,12.0,0.368421052631579,-4.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.4,0.0,0.0,0.8933333158493042,1.0,0.8,4.0,4.0,0.0,0.46235679214402614,4.0,0.19999999999999996,0
1174,1891,19706,0.0,0.0959606211306201,4.0,0.19999999999999996,0.0,0.0,0.0,0.4990384578704834,13.0,0.1875,-1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,0.0,0.0,0.0,0.5583333373069763,8.0,0.19999999999999996,0.0,1.0,0.0,0.3377702702702703,4.0,0.19999999999999996,0
1175,462,14686,0.0,0.03145853193517634,3.0,0.4,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,17.0,0.0,-12.0,0.0,0.0,0.25123482119789053,4.0,0.33333333333333337,0
1176,1640,9564,0.0,0.17147636971978253,3.0,0.25,0.0,0.0,0.0,0.5626437067985535,26.0,0.10344827586206895,-21.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,0.5833333333333334,0.0,0.0,0.9666666388511658,1.0,0.875,6.0,6.0,0.0,0.4871794871794872,3.0,0.4,1
1177,994,11272,0.0,0.08818310858765077,5.0,0.0,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
1178,1155,8963,0.0,0.1288631038714716,4.0,0.0,0.0,0.0,0.0,0.5523809790611267,18.0,0.1428571428571429,-3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,0.07692307692307693,0.0,0.0,0.5249999761581421,5.0,0.16666666666666663,-1.0,1.0,0.0,0.8067806780678068,4.0,0.19999999999999996,0
1179,719,6401,0.0,0.1123261990314014,4.0,0.0,0.20833333333333334,0.0,0.0,0.6117724776268005,11.0,0.38888888888888884,-3.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,-5.0,0.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.4491441134900277,5.0,0.16666666666666663,0
1180,56,21964,0.0,0.0025496266618102448,4.0,0.19999999999999996,0.20689655172413793,0.0,0.0,0.6301587224006653,14.0,0.33333333333333337,-4.0,6.0,0.3076923076923077,0.7071067811865475,0.5,0.8888888955116272,5.0,0.4444444444444444,-1.0,4.0,0.17391304347826086,0.0,0.0,0.7805555462837219,9.0,0.4,-1.0,6.0,0.0,0.9165964616680708,2.0,0.6,1
1181,1927,2948,0.0,0.653663500678426,3.0,0.25,0.058823529411764705,0.0,0.0,0.43088021874427795,16.0,0.23809523809523814,-6.0,3.0,0.14285714285714285,0.0,0.0,0.7555555105209351,4.0,0.33333333333333337,2.0,2.0,0.0,0.0,0.0,0.5272727012634277,9.0,0.18181818181818177,-4.0,2.0,0.0,0.31498766584438964,4.0,0.33333333333333337,0
1182,1964,12901,0.0,0.1522362607549802,3.0,0.4,0.06666666666666667,0.0,0.0,0.6745726466178894,11.0,0.2666666666666667,1.0,3.0,0.045454545454545456,0.0,0.0,0.47727271914482117,10.0,0.09090909090909094,-2.0,1.0,0.45454545454545453,0.0,0.0,0.9333333373069763,1.0,0.8333333333333334,5.0,5.0,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
1183,242,11691,0.0,0.0206996835172355,5.0,0.0,0.0,0.0,0.0,0.5676695704460144,24.0,0.1724137931034483,-7.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.09090909090909091,0.0,0.0,0.5600000023841858,4.0,0.19999999999999996,-1.0,1.0,0.0,0.6553333333333333,4.0,0.19999999999999996,0
